Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
Miami,N.Y. Jets,12/08/2019,Craig Wrolstad,10,136,5,48,5,88,12,14,2019
Indianapolis,Tampa Bay,12/08/2019,Tony Corrente,9,139,3,35,6,104,14,14,2019
LA Chargers,Jacksonville,12/08/2019,Bill Vinovich,16,166,6,65,10,101,16,14,2019
Pittsburgh,Arizona,12/08/2019,Ron Torbert,11,95,4,20,7,75,11,14,2019
Kansas City,New England,12/08/2019,Jerome Boger,15,161,10,136,5,25,20,14,2019
Tennessee,Oakland,12/08/2019,Brad Allen,7,41,4,21,3,20,9,14,2019
Seattle,LA Rams,12/08/2019,Shawn Hochuli,11,84,8,64,3,20,12,14,2019
N.Y. Giants,Philadelphia,12/09/2019,Scott Novak,11,84,7,54,4,30,12,14,2019
N.Y. Jets,Baltimore,12/12/2019,John Hussey,14,129,8,94,6,35,15,15,2019
Seattle,Carolina,12/15/2019,Carl Cheffers,7,55,5,40,2,15,10,15,2019
New England,Cincinnati,12/15/2019,Alex Kemp,9,55,4,30,5,25,12,15,2019
Tampa Bay,Detroit,12/15/2019,Adrian Hill,11,80,9,70,2,10,12,15,2019
Chicago,Green Bay,12/15/2019,Scott Novak,8,65,4,35,4,30,9,15,2019
Denver,Kansas City,12/15/2019,Clete Blakeman,12,117,7,72,5,45,14,15,2019
Miami,N.Y. Giants,12/15/2019,Jerome Boger,11,74,7,42,4,32,15,15,2019
Buffalo,Pittsburgh,12/15/2019,Tony Corrente,14,100,8,70,6,30,16,15,2019
Houston,Tennessee,12/15/2019,Bill Vinovich,9,57,5,27,4,30,13,15,2019
Philadelphia,Washington,12/15/2019,Shawn Smith,12,114,7,54,5,60,15,15,2019
Cleveland,Arizona,12/15/2019,Brad Allen,11,89,6,55,5,34,13,15,2019
Jacksonville,Oakland,12/15/2019,Brad Rogers,14,138,8,87,6,51,14,15,2019
LA Rams,Dallas,12/15/2019,Walt Anderson,9,45,5,29,4,16,12,15,2019
Atlanta,San Francisco,12/15/2019,Craig Wrolstad,18,165,11,98,7,67,19,15,2019
Minnesota,LA Chargers,12/15/2019,Ron Torbert,10,89,5,41,5,48,10,15,2019
Indianapolis,New Orleans,12/16/2019,Shawn Hochuli,13,101,7,49,6,52,14,15,2019
Houston,Tampa Bay,12/21/2019,Scott Novak,10,80,4,35,6,45,12,16,2019
Buffalo,New England,12/21/2019,John Hussey,10,76,7,46,3,30,12,16,2019
LA Rams,San Francisco,12/21/2019,Clete Blakeman,10,69,7,43,3,26,11,16,2019
Detroit,Denver,12/22/2019,Craig Wrolstad,13,118,7,68,6,50,14,16,2019
Oakland,LA Chargers,12/22/2019,Clay Martin,7,62,5,47,2,15,8,16,2019
Jacksonville,Atlanta,12/22/2019,Adrian Hill,15,100,6,36,9,64,17,16,2019
Baltimore,Cleveland,12/22/2019,Alex Kemp,14,112,7,50,7,62,15,16,2019
Carolina,Indianapolis,12/22/2019,Walt Anderson,6,46,6,46,0,0,8,16,2019
Cincinnati,Miami,12/22/2019,Brad Allen,16,124,10,77,6,47,19,16,2019
Pittsburgh,N.Y. Jets,12/22/2019,Shawn Hochuli,7,64,4,34,3,30,9,16,2019
New Orleans,Tennessee,12/22/2019,Jerome Boger,17,126,11,70,6,56,21,16,2019
N.Y. Giants,Washington,12/22/2019,Ron Torbert,10,84,4,33,6,51,12,16,2019
Dallas,Philadelphia,12/22/2019,Tony Corrente,6,50,2,20,4,30,9,16,2019
Arizona,Seattle,12/22/2019,Brad Rogers,12,102,5,47,7,55,12,16,2019
Kansas City,Chicago,12/22/2019,Carl Cheffers,16,121,9,71,7,50,19,16,2019
Green Bay,Minnesota,12/23/2019,Bill Vinovich,5,50,2,20,3,30,6,16,2019
Pittsburgh,Baltimore,12/29/2019,Bill Vinovich,12,82,6,47,6,35,15,17,2019
N.Y. Jets,Buffalo,12/29/2019,Brad Rogers,7,53,2,13,5,40,7,17,2019
New Orleans,Carolina,12/29/2019,Ron Torbert,8,98,3,44,5,54,8,17,2019
Cleveland,Cincinnati,12/29/2019,Adrian Hill,7,53,4,33,3,20,7,17,2019
Washington,Dallas,12/29/2019,Craig Wrolstad,12,91,2,10,10,81,15,17,2019
Green Bay,Detroit,12/29/2019,Shawn Hochuli,13,147,9,97,4,50,14,17,2019
Tennessee,Houston,12/29/2019,Clete Blakeman,10,72,5,37,5,35,10,17,2019
Indianapolis,Jacksonville,12/29/2019,Brad Allen,7,63,4,36,3,27,8,17,2019
LA Chargers,Kansas City,12/29/2019,Walt Anderson,13,79,8,40,5,39,15,17,2019
Chicago,Minnesota,12/29/2019,John Hussey,6,74,3,34,3,40,6,17,2019
Miami,New England,12/29/2019,Clay Martin,10,89,4,35,6,54,12,17,2019
Philadelphia,N.Y. Giants,12/29/2019,Alex Kemp,11,103,7,55,4,48,14,17,2019
Atlanta,Tampa Bay,12/29/2019,Carl Cheffers,17,150,5,53,12,97,18,17,2019
Oakland,Denver,12/29/2019,Shawn Smith,19,168,10,107,9,61,21,17,2019
Arizona,LA Rams,12/29/2019,Jerome Boger,18,154,8,63,10,91,19,17,2019
San Francisco,Seattle,12/29/2019,Tony Corrente,13,86,8,57,5,29,13,17,2019
Houston,Kansas City,09/10/2020,Clete Blakeman,6,42,5,37,1,5,6,1,2020
Seattle,Atlanta,09/13/2020,Shawn Hochuli,12,118,6,46,6,72,13,1,2020
Cleveland,Baltimore,09/13/2020,Ron Torbert,15,146,8,80,7,66,15,1,2020
N.Y. Jets,Buffalo,09/13/2020,Shawn Smith,16,175,9,95,7,80,17,1,2020
Las Vegas,Carolina,09/13/2020,Brad Allen,8,105,3,40,5,65,10,1,2020
Chicago,Detroit,09/13/2020,Alex Kemp,14,125,6,48,8,77,17,1,2020
Indianapolis,Jacksonville,09/13/2020,John Hussey,11,141,5,80,6,61,15,1,2020
Green Bay,Minnesota,09/13/2020,Bill Vinovich,11,83,6,63,5,20,12,1,2020
Miami,New England,09/13/2020,Adrian Hill,7,82,4,35,3,47,8,1,2020
Philadelphia,Washington,09/13/2020,Brad Rogers,10,75,3,20,7,55,10,1,2020
LA Chargers,Cincinnati,09/13/2020,Clay Martin,13,79,6,35,7,44,16,1,2020
Tampa Bay,New Orleans,09/13/2020,Jerome Boger,15,222,9,103,6,119,15,1,2020
Arizona,San Francisco,09/13/2020,Carl Cheffers,14,155,9,102,5,53,15,1,2020
Dallas,LA Rams,09/13/2020,Tony Corrente,12,84,7,50,5,34,12,1,2020
Pittsburgh,N.Y. Giants,09/14/2020,Craig Wrolstad,7,46,3,21,4,25,7,1,2020
Tennessee,Denver,09/14/2020,Scott Novak,10,93,5,37,5,56,11,1,2020
Cincinnati,Cleveland,09/17/2020,Shawn Smith,12,121,4,45,8,76,14,2,2020
N.Y. Giants,Chicago,09/20/2020,Bill Vinovich,8,68,3,20,5,48,8,2,2020
Atlanta,Dallas,09/20/2020,Brad Rogers,15,126,8,51,7,75,20,2,2020
Detroit,Green Bay,09/20/2020,Clete Blakeman,15,130,7,70,8,60,18,2,2020
Minnesota,Indianapolis,09/20/2020,Alex Kemp,15,138,6,45,9,93,18,2,2020
Buffalo,Miami,09/20/2020,Jerome Boger,9,75,6,55,3,20,12,2,2020
San Francisco,N.Y. Jets,09/20/2020,Ron Torbert,10,124,5,59,5,65,12,2,2020
LA Rams,Philadelphia,09/20/2020,Brad Allen,9,54,4,24,5,30,10,2,2020
Denver,Pittsburgh,09/20/2020,Adrian Hill,14,119,4,30,10,89,15,2,2020
Carolina,Tampa Bay,09/20/2020,John Hussey,14,114,9,77,5,37,17,2,2020
Jacksonville,Tennessee,09/20/2020,Clay Martin,12,90,8,60,4,30,12,2,2020
Washington,Arizona,09/20/2020,Land Clark,17,139,6,42,11,97,19,2,2020
Baltimore,Houston,09/20/2020,Tony Corrente,7,43,3,21,4,22,8,2,2020
Kansas City,LA Chargers,09/20/2020,Carl Cheffers,17,130,11,90,6,40,19,2,2020
New England,Seattle,09/20/2020,Craig Wrolstad,11,80,2,12,9,68,12,2,2020
New Orleans,Las Vegas,09/21/2020,Shawn Hochuli,13,142,10,129,3,13,18,2,2020
Miami,Jacksonville,09/24/2020,Brad Allen,14,114,6,51,8,63,16,3,2020
Chicago,Atlanta,09/27/2020,Jerome Boger,17,155,10,80,7,75,19,3,2020
LA Rams,Buffalo,09/27/2020,Alex Kemp,8,85,3,30,5,55,12,3,2020
Washington,Cleveland,09/27/2020,Shawn Hochuli,10,90,4,40,6,50,11,3,2020
Tennessee,Minnesota,09/27/2020,Clete Blakeman,7,65,4,45,3,20,9,3,2020
Las Vegas,New England,09/27/2020,Ron Torbert,8,73,6,40,2,33,11,3,2020
San Francisco,N.Y. Giants,09/27/2020,Clay Martin,11,73,6,45,5,28,14,3,2020
Cincinnati,Philadelphia,09/27/2020,Adrian Hill,20,166,9,73,11,93,21,3,2020
Houston,Pittsburgh,09/27/2020,Shawn Smith,6,63,4,49,2,14,6,3,2020
N.Y. Jets,Indianapolis,09/27/2020,Craig Wrolstad,11,97,7,57,4,40,11,3,2020
Carolina,LA Chargers,09/27/2020,Tony Corrente,11,90,3,30,8,60,13,3,2020
Detroit,Arizona,09/27/2020,Scott Novak,14,94,7,46,7,48,16,3,2020
Tampa Bay,Denver,09/27/2020,Land Clark,13,101,9,71,4,30,20,3,2020
Dallas,Seattle,09/27/2020,Carl Cheffers,15,89,10,59,5,30,20,3,2020
Green Bay,New Orleans,09/27/2020,Brad Rogers,10,93,2,10,8,83,11,3,2020
Kansas City,Baltimore,09/28/2020,John Hussey,12,83,6,38,6,45,13,3,2020
Denver,N.Y. Jets,10/01/2020,Jerome Boger,19,212,8,94,11,118,21,4,2020
Arizona,Carolina,10/04/2020,Ron Torbert,15,101,5,29,10,72,16,4,2020
Indianapolis,Chicago,10/04/2020,Craig Wrolstad,16,179,8,76,8,103,17,4,2020
Jacksonville,Cincinnati,10/04/2020,Alex Kemp,13,122,6,49,7,73,17,4,2020
Cleveland,Dallas,10/04/2020,Clay Martin,11,105,5,40,6,65,12,4,2020
New Orleans,Detroit,10/04/2020,Shawn Smith,9,116,4,67,5,49,11,4,2020
Minnesota,Houston,10/04/2020,Brad Rogers,6,51,4,36,2,15,9,4,2020
Seattle,Miami,10/04/2020,Scott Novak,3,20,0,0,3,20,9,4,2020
LA Chargers,Tampa Bay,10/04/2020,Brad Allen,15,150,7,60,8,90,16,4,2020
Baltimore,Washington,10/04/2020,Adrian Hill,7,50,5,30,2,20,8,4,2020
N.Y. Giants,LA Rams,10/04/2020,John Hussey,5,25,4,20,1,5,7,4,2020
New England,Kansas City,10/05/2020,Tony Corrente,8,81,4,43,4,38,8,4,2020
Buffalo,Las Vegas,10/04/2020,Land Clark,12,147,5,81,7,66,16,4,2020
Philadelphia,San Francisco,10/04/2020,Bill Vinovich,9,67,3,25,6,42,10,4,2020
Atlanta,Green Bay,10/05/2020,Carl Cheffers,6,53,3,23,3,30,12,4,2020
Tampa Bay,Chicago,10/08/2020,Alex Kemp,17,175,11,109,6,66,22,5,2020
Carolina,Atlanta,10/11/2020,Brad Allen,7,65,4,25,3,40,11,5,2020
Cincinnati,Baltimore,10/11/2020,Jerome Boger,9,65,5,40,4,25,11,5,2020
Jacksonville,Houston,10/11/2020,Bill Vinovich,9,60,4,35,5,25,9,5,2020
Las Vegas,Kansas City,10/11/2020,Clete Blakeman,18,153,8,59,10,94,19,5,2020
Arizona,N.Y. Jets,10/11/2020,Adrian Hill,16,89,10,59,6,30,18,5,2020
Philadelphia,Pittsburgh,10/11/2020,Ron Torbert,17,170,9,84,8,86,19,5,2020
Buffalo,Tennessee,10/13/2020,Brad Rogers,16,102,10,56,6,46,22,5,2020
LA Rams,Washington,10/11/2020,Shawn Smith,8,100,5,60,3,40,8,5,2020
Miami,San Francisco,10/11/2020,Land Clark,14,144,7,69,7,75,14,5,2020
Indianapolis,Cleveland,10/11/2020,Scott Novak,7,40,5,30,2,10,8,5,2020
N.Y. Giants,Dallas,10/11/2020,Craig Wrolstad,11,106,8,81,3,25,14,5,2020
Minnesota,Seattle,10/11/2020,Tony Corrente,9,80,6,55,3,25,12,5,2020
LA Chargers,New Orleans,10/12/2020,Clay Martin,6,70,1,10,5,60,8,5,2020
Denver,New England,10/18/2020,Scott Novak,3,24,2,20,1,4,4,6,2020
Kansas City,Buffalo,10/19/2020,Ron Torbert,12,107,8,68,4,39,12,6,2020
Chicago,Carolina,10/18/2020,Adrian Hill,18,161,10,92,8,69,18,6,2020
Cincinnati,Indianapolis,10/18/2020,Land Clark,12,75,6,20,6,55,12,6,2020
Detroit,Jacksonville,10/18/2020,Shawn Hochuli,12,116,7,60,5,56,13,6,2020
Atlanta,Minnesota,10/18/2020,Craig Wrolstad,8,55,5,25,3,30,8,6,2020
Washington,N.Y. Giants,10/18/2020,Brad Allen,12,80,8,50,4,30,14,6,2020
Baltimore,Philadelphia,10/18/2020,Shawn Smith,15,152,12,132,3,20,19,6,2020
Cleveland,Pittsburgh,10/18/2020,John Hussey,13,100,7,55,6,45,13,6,2020
Houston,Tennessee,10/18/2020,Alex Kemp,11,119,4,46,7,73,11,6,2020
Green Bay,Tampa Bay,10/18/2020,Jerome Boger,6,76,6,76,0,0,9,6,2020
LA Rams,San Francisco,10/18/2020,Carl Cheffers,13,97,6,34,7,63,15,6,2020
Arizona,Dallas,10/19/2020,Clete Blakeman,13,79,7,43,6,36,15,6,2020
N.Y. Jets,Miami,10/18/2020,Bill Vinovich,12,105,7,80,5,25,16,6,2020
Pittsburgh,Tennessee,10/25/2020,Shawn Hochuli,15,142,8,69,7,73,16,7,2020
N.Y. Giants,Philadelphia,10/22/2020,Adrian Hill,16,137,9,62,7,75,19,7,2020
Detroit,Atlanta,10/25/2020,Land Clark,13,103,5,50,8,53,15,7,2020
Cleveland,Cincinnati,10/25/2020,Tony Corrente,12,85,5,40,7,45,15,7,2020
Green Bay,Houston,10/25/2020,Clay Martin,11,95,5,40,6,55,12,7,2020
Carolina,New Orleans,10/25/2020,Craig Wrolstad,7,55,1,5,6,50,9,7,2020
Buffalo,N.Y. Jets,10/25/2020,Carl Cheffers,17,155,11,106,6,49,19,7,2020
Dallas,Washington,10/25/2020,Ron Torbert,10,79,6,49,4,30,13,7,2020
Seattle,Arizona,10/25/2020,John Hussey,14,118,8,78,6,40,16,7,2020
Kansas City,Denver,10/25/2020,Brad Rogers,6,49,1,15,5,34,10,7,2020
San Francisco,New England,10/25/2020,Shawn Smith,9,95,6,65,3,30,9,7,2020
Tampa Bay,Las Vegas,10/25/2020,Scott Novak,8,55,4,20,4,35,13,7,2020
Chicago,LA Rams,10/26/2020,Bill Vinovich,10,92,6,46,4,46,14,7,2020
Jacksonville,LA Chargers,10/25/2020,Clete Blakeman,9,90,6,55,3,35,9,7,2020
Pittsburgh,Baltimore,11/01/2020,Brad Allen,12,140,3,30,9,110,14,8,2020
Atlanta,Carolina,10/29/2020,Shawn Hochuli,12,93,6,63,6,30,16,8,2020
New England,Buffalo,11/01/2020,Clete Blakeman,10,65,5,35,5,30,11,8,2020
Tennessee,Cincinnati,11/01/2020,Scott Novak,14,113,7,68,7,45,14,8,2020
Las Vegas,Cleveland,11/01/2020,Bill Vinovich,12,84,5,25,7,59,12,8,2020
Indianapolis,Detroit,11/01/2020,Clay Martin,7,95,3,19,4,76,9,8,2020
Minnesota,Green Bay,11/01/2020,Alex Kemp,16,121,7,36,9,85,19,8,2020
N.Y. Jets,Kansas City,11/01/2020,Land Clark,10,86,3,25,7,61,14,8,2020
LA Rams,Miami,11/01/2020,John Hussey,8,75,5,45,3,30,12,8,2020
New Orleans,Chicago,11/01/2020,Tony Corrente,12,98,5,45,7,53,13,8,2020
San Francisco,Seattle,11/01/2020,Craig Wrolstad,12,66,6,36,6,30,14,8,2020
Dallas,Philadelphia,11/01/2020,Jerome Boger,11,96,7,68,4,28,13,8,2020
Tampa Bay,N.Y. Giants,11/02/2020,Brad Rogers,10,93,3,20,7,73,11,8,2020
LA Chargers,Denver,11/01/2020,Carl Cheffers,14,137,6,67,8,70,19,8,2020
Green Bay,San Francisco,11/05/2020,Bill Vinovich,9,78,5,45,4,33,10,9,2020
Denver,Atlanta,11/08/2020,Jerome Boger,10,126,5,65,5,61,15,9,2020
Seattle,Buffalo,11/08/2020,Shawn Smith,10,83,4,13,6,70,12,9,2020
Baltimore,Indianapolis,11/08/2020,Adrian Hill,9,85,5,55,4,30,13,9,2020
Houston,Jacksonville,11/08/2020,Brad Allen,7,96,3,18,4,78,8,9,2020
Carolina,Kansas City,11/08/2020,Clay Martin,20,157,12,82,8,75,22,9,2020
Detroit,Minnesota,11/08/2020,Clete Blakeman,12,106,3,37,9,69,12,9,2020
Chicago,Tennessee,11/08/2020,Ron Torbert,11,92,5,35,6,57,12,9,2020
N.Y. Giants,Washington,11/08/2020,Shawn Hochuli,10,85,4,40,6,45,11,9,2020
Las Vegas,LA Chargers,11/08/2020,Brad Rogers,7,55,2,10,5,45,8,9,2020
Miami,Arizona,11/08/2020,Carl Cheffers,14,146,7,75,7,71,24,9,2020
Pittsburgh,Dallas,11/08/2020,Tony Corrente,10,86,3,16,7,70,13,9,2020
New Orleans,Tampa Bay,11/08/2020,John Hussey,8,67,3,28,5,39,8,9,2020
New England,N.Y. Jets,11/09/2020,Alex Kemp,10,113,6,81,4,32,14,9,2020
LA Chargers,Miami,11/15/2020,Jerome Boger,8,46,5,31,3,15,8,10,2020
Indianapolis,Tennessee,11/12/2020,Brad Allen,12,103,9,73,3,30,13,10,2020
Tampa Bay,Carolina,11/15/2020,Land Clark,8,70,3,30,5,40,8,10,2020
Houston,Cleveland,11/15/2020,Ron Torbert,12,112,6,49,6,63,13,10,2020
Washington,Detroit,11/15/2020,Alex Kemp,15,113,6,58,9,55,18,10,2020
Jacksonville,Green Bay,11/15/2020,Shawn Smith,11,121,7,86,4,35,14,10,2020
Philadelphia,N.Y. Giants,11/15/2020,Clay Martin,18,138,11,74,7,64,18,10,2020
Cincinnati,Pittsburgh,11/15/2020,Adrian Hill,12,110,6,65,6,45,13,10,2020
Buffalo,Arizona,11/15/2020,Craig Wrolstad,16,109,9,69,7,40,20,10,2020
Denver,Las Vegas,11/15/2020,Tony Corrente,15,119,7,37,8,82,17,10,2020
Seattle,LA Rams,11/15/2020,Clete Blakeman,8,72,4,23,4,49,9,10,2020
San Francisco,New Orleans,11/15/2020,Brad Rogers,11,112,6,51,5,61,15,10,2020
Baltimore,New England,11/15/2020,Shawn Hochuli,11,82,8,64,3,18,13,10,2020
Minnesota,Chicago,11/16/2020,Scott Novak,5,40,4,35,1,5,5,10,2020
Miami,Denver,11/22/2020,Land Clark,13,120,5,50,8,70,15,11,2020
N.Y. Jets,LA Chargers,11/22/2020,Craig Wrolstad,17,166,8,88,9,78,18,11,2020
Arizona,Seattle,11/19/2020,Tony Corrente,18,194,10,115,8,79,20,11,2020
Tennessee,Baltimore,11/22/2020,Alex Kemp,10,125,4,44,6,81,11,11,2020
Detroit,Carolina,11/22/2020,Ron Torbert,11,65,4,20,7,45,12,11,2020
Philadelphia,Cleveland,11/22/2020,Adrian Hill,8,86,5,33,3,53,11,11,2020
New England,Houston,11/22/2020,John Hussey,12,90,7,55,5,35,14,11,2020
Green Bay,Indianapolis,11/22/2020,Shawn Hochuli,15,161,7,45,8,116,20,11,2020
Pittsburgh,Jacksonville,11/22/2020,Scott Novak,14,147,6,42,8,105,14,11,2020
Atlanta,New Orleans,11/22/2020,Brad Allen,12,88,7,53,5,35,16,11,2020
Cincinnati,Washington,11/22/2020,Shawn Smith,9,80,3,31,6,49,10,11,2020
Dallas,Minnesota,11/22/2020,Bill Vinovich,12,110,4,30,8,80,13,11,2020
Kansas City,Las Vegas,11/22/2020,Carl Cheffers,18,161,10,89,8,72,21,11,2020
LA Rams,Tampa Bay,11/23/2020,Jerome Boger,7,72,5,65,2,7,9,11,2020
Houston,Detroit,11/26/2020,Shawn Smith,14,118,10,74,4,44,20,12,2020
Washington,Dallas,11/26/2020,Clay Martin,10,98,5,53,5,45,10,12,2020
Baltimore,Pittsburgh,12/02/2020,Ron Torbert,12,126,7,86,5,40,12,12,2020
Las Vegas,Atlanta,11/29/2020,Land Clark,17,190,11,141,6,49,20,12,2020
LA Chargers,Buffalo,11/29/2020,Alex Kemp,14,176,5,91,9,85,20,12,2020
N.Y. Giants,Cincinnati,11/29/2020,Carl Cheffers,8,78,5,51,3,27,9,12,2020
Tennessee,Indianapolis,11/29/2020,John Hussey,15,113,9,63,6,50,19,12,2020
Cleveland,Jacksonville,11/29/2020,Jerome Boger,11,71,6,47,5,24,12,12,2020
Carolina,Minnesota,11/29/2020,Brad Rogers,15,110,7,58,8,52,16,12,2020
Arizona,New England,11/29/2020,Bill Vinovich,12,92,6,50,6,42,14,12,2020
Miami,N.Y. Jets,11/29/2020,Adrian Hill,9,94,3,20,6,74,10,12,2020
New Orleans,Denver,11/29/2020,Craig Wrolstad,7,45,5,35,2,10,9,12,2020
San Francisco,LA Rams,11/29/2020,Scott Novak,8,67,5,40,3,27,9,12,2020
Kansas City,Tampa Bay,11/29/2020,Shawn Hochuli,18,139,10,82,8,57,21,12,2020
Chicago,Green Bay,11/29/2020,Clete Blakeman,8,62,5,45,3,17,8,12,2020
Seattle,Philadelphia,11/30/2020,Brad Allen,17,162,8,83,9,79,19,12,2020
Dallas,Baltimore,12/08/2020,Brad Rogers,11,81,7,58,4,23,13,13,2020
New Orleans,Atlanta,12/06/2020,Adrian Hill,11,94,10,79,1,15,12,13,2020
Detroit,Chicago,12/06/2020,Clay Martin,10,65,7,45,3,20,14,13,2020
Indianapolis,Houston,12/06/2020,Scott Novak,10,80,7,50,3,30,12,13,2020
Cincinnati,Miami,12/06/2020,Ron Torbert,14,116,6,62,8,54,23,13,2020
Jacksonville,Minnesota,12/06/2020,Land Clark,16,124,10,83,6,41,17,13,2020
Las Vegas,N.Y. Jets,12/06/2020,Shawn Smith,9,61,3,21,6,40,11,13,2020
Washington,Pittsburgh,12/07/2020,John Hussey,15,107,9,62,6,45,19,13,2020
Cleveland,Tennessee,12/06/2020,Clete Blakeman,18,144,13,92,5,52,20,13,2020
LA Rams,Arizona,12/06/2020,Shawn Hochuli,11,96,6,75,5,21,12,13,2020
N.Y. Giants,Seattle,12/06/2020,Craig Wrolstad,12,76,6,35,6,41,14,13,2020
Philadelphia,Green Bay,12/06/2020,Bill Vinovich,9,70,4,40,5,30,9,13,2020
New England,LA Chargers,12/06/2020,Carl Cheffers,8,45,3,15,5,30,9,13,2020
Denver,Kansas City,12/06/2020,Alex Kemp,9,75,4,31,5,44,11,13,2020
Buffalo,San Francisco,12/07/2020,Tony Corrente,11,93,4,50,7,43,12,13,2020
New England,LA Rams,12/10/2020,Craig Wrolstad,10,62,5,27,5,35,10,14,2020
Denver,Carolina,12/13/2020,Shawn Hochuli,9,66,2,18,7,48,13,14,2020
Houston,Chicago,12/13/2020,Land Clark,13,94,6,50,7,44,14,14,2020
Dallas,Cincinnati,12/13/2020,John Hussey,8,55,5,30,3,25,10,14,2020
Green Bay,Detroit,12/13/2020,Alex Kemp,16,98,12,68,4,30,17,14,2020
Tennessee,Jacksonville,12/13/2020,Adrian Hill,17,158,7,78,10,80,19,14,2020
Kansas City,Miami,12/13/2020,Clay Martin,11,91,8,56,3,35,12,14,2020
Arizona,N.Y. Giants,12/13/2020,Ron Torbert,6,32,4,22,2,10,6,14,2020
Minnesota,Tampa Bay,12/13/2020,Brad Allen,10,105,5,71,5,34,12,14,2020
Indianapolis,Las Vegas,12/13/2020,Clete Blakeman,12,83,6,50,6,33,12,14,2020
N.Y. Jets,Seattle,12/13/2020,Scott Novak,11,85,7,50,4,35,12,14,2020
Atlanta,LA Chargers,12/13/2020,Tony Corrente,10,75,4,35,6,40,11,14,2020
New Orleans,Philadelphia,12/13/2020,Jerome Boger,14,79,8,52,6,27,15,14,2020
Washington,San Francisco,12/13/2020,Carl Cheffers,10,65,5,30,5,35,13,14,2020
Pittsburgh,Buffalo,12/13/2020,Shawn Smith,10,103,3,55,7,48,13,14,2020
Baltimore,Cleveland,12/14/2020,Bill Vinovich,16,144,8,69,8,75,19,14,2020
LA Chargers,Las Vegas,12/17/2020,John Hussey,9,89,3,20,6,69,9,15,2020
Buffalo,Denver,12/19/2020,Clete Blakeman,15,108,8,75,7,33,17,15,2020
Carolina,Green Bay,12/19/2020,Alex Kemp,12,116,7,66,5,50,14,15,2020
Houston,Indianapolis,12/20/2020,Bill Vinovich,9,59,5,24,4,35,9,15,2020
N.Y. Jets,LA Rams,12/20/2020,Tony Corrente,11,104,6,61,5,43,12,15,2020
Detroit,Tennessee,12/20/2020,Jerome Boger,6,55,3,33,3,22,8,15,2020
Tampa Bay,Atlanta,12/20/2020,Brad Rogers,4,38,1,10,3,28,7,15,2020
Jacksonville,Baltimore,12/20/2020,Carl Cheffers,11,107,7,67,4,40,13,15,2020
New England,Miami,12/20/2020,Brad Allen,9,60,2,20,7,40,10,15,2020
Chicago,Minnesota,12/20/2020,Shawn Smith,5,41,4,36,1,5,5,15,2020
Cleveland,N.Y. Giants,12/20/2020,Shawn Hochuli,8,85,6,60,2,25,11,15,2020
Seattle,Washington,12/20/2020,Adrian Hill,10,86,4,45,6,41,12,15,2020
Philadelphia,Arizona,12/20/2020,Craig Wrolstad,18,152,9,69,9,83,19,15,2020
Kansas City,New Orleans,12/20/2020,Scott Novak,15,147,5,54,10,93,18,15,2020
San Francisco,Dallas,12/20/2020,Land Clark,9,97,4,39,5,58,12,15,2020
Pittsburgh,Cincinnati,12/21/2020,Clay Martin,6,46,4,30,2,16,9,15,2020
Minnesota,New Orleans,12/25/2020,Adrian Hill,7,58,3,20,4,38,9,16,2020
San Francisco,Arizona,12/26/2020,Clete Blakeman,8,47,4,27,4,20,8,16,2020
Tampa Bay,Detroit,12/26/2020,Scott Novak,19,182,8,65,11,117,20,16,2020
Denver,LA Chargers,12/27/2020,Shawn Hochuli,12,89,6,44,6,45,12,16,2020
Miami,Las Vegas,12/26/2020,Tony Corrente,9,116,5,76,4,40,10,16,2020
Cleveland,N.Y. Jets,12/27/2020,Land Clark,13,109,6,51,7,58,17,16,2020
N.Y. Giants,Baltimore,12/27/2020,John Hussey,15,100,5,35,10,65,18,16,2020
Cincinnati,Houston,12/27/2020,Brad Rogers,11,81,5,35,6,46,14,16,2020
Chicago,Jacksonville,12/27/2020,Jerome Boger,14,155,4,40,10,115,15,16,2020
Atlanta,Kansas City,12/27/2020,Craig Wrolstad,13,86,7,45,6,41,16,16,2020
Indianapolis,Pittsburgh,12/27/2020,Alex Kemp,15,132,9,83,6,49,16,16,2020
Carolina,Washington,12/27/2020,Carl Cheffers,8,61,3,35,5,26,10,16,2020
LA Rams,Seattle,12/27/2020,Bill Vinovich,10,76,5,45,5,31,13,16,2020
Philadelphia,Dallas,12/27/2020,Shawn Smith,17,188,12,115,5,73,19,16,2020
Tennessee,Green Bay,12/27/2020,Brad Allen,3,15,3,15,0,0,3,16,2020
Buffalo,New England,12/28/2020,Ron Torbert,7,52,3,27,4,25,8,16,2020
Miami,Buffalo,01/03/2021,Bill Vinovich,5,36,2,20,3,16,7,17,2020
New Orleans,Carolina,01/03/2021,Adrian Hill,5,36,4,31,1,5,6,17,2020
Green Bay,Chicago,01/03/2021,Craig Wrolstad,5,46,4,30,1,16,5,17,2020
Baltimore,Cincinnati,01/03/2021,Land Clark,9,78,6,49,3,29,12,17,2020
Pittsburgh,Cleveland,01/03/2021,Jerome Boger,6,34,2,15,4,19,7,17,2020
Minnesota,Detroit,01/03/2021,John Hussey,11,86,4,35,7,51,12,17,2020
